date,time,BAM,TEOM
20130202,1000,33,31
20130202,1059,47,29
20130202,1200,41,30
20130202,1300,38,24
20130202,1359,39,25
20130202,1500,36,14
20130202,1600,26,18
20130202,1659,25,14
20130202,1800,21,9
20130202,1900,23,14
20130202,1959,22,22
20130202,2100,24,17
20130202,2200,11,19
20130202,2259,14,14
20130203,0,21,17
20130203,100,20,15
20130203,159,17,16
20130203,300,27,15
20130203,400,25,15
20130203,459,24,14
20130203,600,21,21
20130203,700,22,17
20130203,759,18,16
20130203,900,26,14
20130203,1000,23,18
20130203,1059,20,20
20130203,1200,21,17
20130203,1300,21,19
20130203,1359,29,20
20130203,1500,33,23
20130203,1600,31,21
20130203,1659,25,14
20130203,1800,24,22
20130203,1900,27,14
20130203,1959,15,13
20130203,2100,17,12
20130203,2200,7,15
20130203,2259,10,12
20130204,0,13,8
20130204,100,13,10
20130204,159,14,11
20130204,300,14,11
20130204,400,14,11
20130204,459,17,11
20130204,600,14,11
20130204,700,14,17
20130204,759,23,12
20130204,900,18,14
20130204,1000,22,18
20130204,1059,22,15
20130204,1200,18,20
20130204,1300,15,22
20130204,1359,25,22
20130204,1500,22,20
20130204,1600,23,23
20130204,1659,29,22
20130204,1800,23,24
20130204,1900,28,21
20130204,1959,24,22
20130204,2100,21,21
20130204,2200,16,18
20130204,2259,25,20
20130205,0,22,16
20130205,100,22,17
20130205,159,21,16
20130205,300,21,17
20130205,400,23,15
20130205,459,20,18
20130205,600,19,18
20130205,700,28,22
20130205,759,35,26
20130205,900,28,29
20130205,1000,36,35
20130205,1059,39,38
20130205,1200,41,29
20130205,1300,38,28
20130205,1359,35,25
20130205,1500,31,23
20130205,1600,33,24
20130205,1659,29,16
20130205,1800,25,18
20130205,1900,24,19
20130205,1959,24,20
20130205,2100,22,19
20130205,2200,18,16
20130205,2259,22,19
20130206,0,26,17
20130206,100,23,18
20130206,159,19,15
20130206,300,21,15
20130206,400,31,17
20130206,459,24,16
20130206,600,25,16
20130206,700,22,22
20130206,759,27,26
20130206,900,30,24
20130206,1000,36,26
20130206,1059,40,28
20130206,1200,45,23
20130206,1300,38,20
20130206,1359,37,23
20130206,1500,31,27
20130206,1600,34,21
20130206,1659,27,18
20130206,1800,25,20
20130206,1900,29,20
20130206,1959,22,18
20130206,2100,20,19
20130206,2200,26,20
20130206,2259,25,21
20130207,0,25,19
20130207,100,28,18
20130207,159,23,19
20130207,300,21,14
20130207,400,28,17
20130207,459,23,16
20130207,600,23,16
20130207,700,20,17
20130207,759,19,22
20130207,900,28,20
20130207,1000,32,23
20130207,1059,31,25
20130207,1200,38,21
20130207,1300,34,23
20130207,1359,28,27
20130207,1500,33,21
20130207,1600,26,24
20130207,1659,40,21
20130207,1800,33,21
20130207,1900,24,25
20130207,1959,30,18
20130207,2100,17,16
20130207,2200,16,14
20130207,2259,16,14
20130208,0,24,14
20130208,100,24,15
20130208,159,21,13
20130208,300,19,13
20130208,400,22,14
20130208,459,18,12
20130208,600,20,14
20130208,700,23,14
20130208,759,20,22
20130208,900,29,18
20130208,1000,26,19
20130208,1059,30,22
20130208,1200,33,22
20130208,1300,32,19
20130208,1359,28,18
20130208,1500,24,13
20130208,1600,20,15
20130208,1659,23,17
20130208,1800,20,16
20130208,1900,21,14
20130208,1959,19,15
20130208,2100,22,14
20130208,2200,15,13
20130208,2259,16,9
20130209,0,18,11
20130209,100,16,10
20130209,159,14,10
20130209,300,20,9
20130209,400,17,14
20130209,459,17,5
20130209,600,14,8
20130209,700,13,8
20130209,759,15,10
20130209,900,12,11
20130209,1000,12,9
20130209,1059,15,12
20130209,1200,14,11
20130209,1300,15,11
20130209,1359,18,11
20130209,1500,27,13
20130209,1600,26,11
20130209,1659,31,13
20130209,1800,14,15
20130209,1900,21,12
20130209,1959,18,8
20130209,2100,15,7
20130209,2200,11,9
20130209,2259,10,10
20130210,0,12,11
20130210,100,18,12
20130210,159,14,8
20130210,300,12,9
20130210,400,13,3
20130210,459,14,7
20130210,600,14,8
20130210,700,14,7
20130210,759,14,7
20130210,900,12,15
20130210,1000,14,11
20130210,1059,24,11
20130210,1200,23,7
20130210,1300,16,12
20130210,1359,13,9
20130210,1500,14,15
20130210,1600,20,19
20130210,1659,19,9
20130210,1800,20,17
20130210,1900,21,7
20130210,1959,17,10
20130210,2100,14,9
20130210,2200,12,8
20130210,2259,17,8
20130211,0,8,6
20130211,100,12,4
20130211,159,13,5
20130211,300,9,6
20130211,400,11,6
20130211,459,12,6
20130211,600,13,9
20130211,700,16,12
20130211,759,18,17
20130211,900,20,8
20130211,1000,19,14
20130211,1059,18,13
20130211,1200,13,18
20130211,1300,24,14
20130211,1359,20,15
20130211,1500,21,8
20130211,1600,19,12
20130211,1659,16,18
20130211,1800,19,16
20130211,1900,15,8
20130211,1959,13,10
20130211,2100,10,13
20130211,2200,8,10
20130211,2259,8,4
20130212,0,11,7
20130212,100,11,11
20130212,159,13,9
20130212,300,16,7
20130212,400,18,8
20130212,459,6,8
20130212,600,11,10
20130212,700,15,12
20130212,759,24,17
20130212,900,22,12
20130212,1000,23,14
20130212,1059,15,15
20130212,1200,16,19
20130212,1300,25,21
20130212,1359,23,15
20130212,1500,23,14
20130212,1600,29,12
20130212,1659,18,13
20130212,1800,15,16
20130212,1900,14,10
20130212,1959,11,11
20130212,2100,8,11
20130212,2200,7,10
20130212,2259,11,5
20130213,0,17,8
20130213,100,12,7
20130213,159,13,7
20130213,300,13,7
20130213,400,10,6
20130213,459,10,6
20130213,600,11,8
20130213,700,8,13
20130213,759,13,17
20130213,900,20,14
20130213,1000,24,14
20130213,1059,24,23
20130213,1200,28,21
20130213,1300,28,20
20130213,1359,31,22
20130213,1500,28,10
20130213,1600,21,7
20130213,1659,16,7
20130213,1800,14,5
20130213,1900,17,9
20130213,1959,15,21
20130213,2100,18,26
20130213,2200,20,24
20130213,2259,22,22
20130214,0,26,20
20130214,100,27,27
20130214,159,19,22
20130214,300,20,19
20130214,400,21,17
20130214,459,24,15
20130214,600,22,17
20130214,700,18,18
20130214,759,22,22
20130214,900,26,15
20130214,1000,22,20
20130214,1059,22,25
20130214,1200,26,23
20130214,1300,27,19
20130214,1359,28,18
20130214,1500,27,5
20130214,1600,21,8
20130214,1659,16,9
20130214,1800,14,16
20130214,1900,18,12
20130214,1959,13,14
20130214,2100,11,17
20130214,2200,10,18
20130214,2259,18,14
20130215,0,16,10
20130215,100,15,12
20130215,159,19,12
20130215,300,15,8
20130215,400,15,9
20130215,459,15,10
20130215,600,15,13
20130215,700,21,16
20130215,759,15,15
20130215,900,21,19
20130215,1000,24,15
20130215,1059,25,21
20130215,1200,18,20
20130215,1300,26,15
20130215,1359,22,15
20130215,1500,23,8
20130215,1600,17,17
20130215,1659,19,9
20130215,1800,15,3
20130215,1900,10,6
20130215,1959,7,3
20130215,2100,6,13
20130215,2200,2,14
20130215,2259,6,8
20130216,0,13,8
20130216,100,12,3
20130216,159,13,6
20130216,300,10,8
20130216,400,7,2
20130216,459,7,15
20130216,600,8,5
20130216,700,17,6
20130216,759,9,16
20130216,900,10,14
20130216,1000,19,16
20130216,1059,19,17
20130216,1200,22,19
20130216,1300,25,9
20130217,900,16,7
20130217,1000,16,9
20130217,1059,15,13
20130217,1200,31,10
20130217,1300,25,9
20130217,1359,25,8
20130217,1500,16,8
20130217,1600,18,10
20130217,1659,14,4
20130217,1800,10,5
20130217,1900,8,7
20130217,1959,11,4
20130217,2100,10,6
20130217,2200,9,7
20130217,2259,11,6
20130218,0,10,7
20130218,100,8,8
20130218,159,12,9
20130218,300,13,7
20130218,400,20,8
20130218,459,12,6
20130218,600,12,9
20130218,700,9,8
20130218,759,9,18
20130218,900,18,13
20130218,1000,18,11
20130218,1059,15,6
20130218,1200,16,19
20130218,1300,16,15
20130218,1359,16,12
20130218,1500,15,11
20130218,1600,14,13
20130218,1659,17,8
20130218,1800,11,12
20130218,1900,13,11
20130218,1959,17,13
20130218,2100,7,12
20130218,2200,6,10
20130218,2259,8,10
20130219,0,10,10
20130219,100,17,10
20130219,159,9,9
20130219,300,18,8
20130219,400,14,9
20130219,459,14,8
20130219,600,20,9
20130219,700,8,14
20130219,759,13,19
20130219,900,17,13
20130219,1000,19,9
20130219,1059,18,17
20130219,1200,14,16
20130219,1300,22,19
20130219,1359,27,20
20130219,1500,23,15
20130219,1600,22,13
20130219,1659,15,11
20130219,1800,14,9
20130219,1900,14,10
20130219,1959,12,11
20130219,2100,9,13
20130219,2200,8,12
20130219,2259,21,13
20130220,0,17,13
20130220,100,14,11
20130220,159,18,11
20130220,300,15,12
20130220,400,18,11
20130220,459,20,13
20130220,600,18,14
20130220,700,21,16
20130220,759,17,21
20130220,900,24,14
20130220,1000,25,18
20130220,1059,25,22
20130220,1200,25,24
20130220,1300,25,22
20130220,1359,21,16
20130220,1500,21,15
20130220,1600,24,17
20130220,1659,16,11
20130220,1800,17,10
20130220,1900,20,12
20130220,1959,14,18
20130220,2100,14,15
20130220,2200,13,14
20130220,2259,17,13
20130221,0,17,14
20130221,100,19,14
20130221,159,13,12
20130221,300,17,11
20130221,400,16,12
20130221,459,16,11
20130221,600,14,13
20130221,700,18,16
20130221,759,24,21
20130221,900,25,19
20130221,1000,27,20
20130221,1059,18,16
20130221,1200,14,18
20130221,1300,21,24
20130221,1359,33,14
20130221,1500,25,19
20130221,1600,24,17
20130221,1659,24,21
20130221,1800,26,15
20130221,1900,14,19
20130221,1959,15,15
20130221,2100,17,20
20130221,2200,13,21
20130221,2259,23,14
20130222,0,24,15
20130222,100,21,17
20130222,159,21,14
20130222,300,17,11
20130222,400,13,13
20130222,459,23,13
20130222,600,14,15
20130222,700,21,21
20130222,759,24,26
20130222,900,26,15
20130222,1000,29,20
20130222,1059,21,27
20130222,1200,23,26
20130222,1300,27,21
20130222,1359,26,16
20130222,1500,23,17
20130222,1600,24,19
20130222,1659,17,17
20130222,1800,19,16
20130222,1900,17,17
20130222,1959,19,52
20130222,2100,44,55
20130222,2200,52,34
20130222,2259,37,42
20130223,0,47,40
20130223,100,50,43
20130223,159,47,36
20130223,300,42,26
20130223,400,30,28
20130223,459,33,28
20130223,600,30,27
20130223,700,27,29
20130223,759,26,21
20130223,900,25,23
20130223,1000,32,22
20130223,1059,35,23
20130223,1200,31,21
20130223,1300,30,15
20130223,1359,23,16
20130223,1500,18,12
20130223,1600,21,12
20130223,1659,13,4
20130223,1800,15,9
20130223,1900,18,6
20130223,1959,11,10
20130223,2100,6,8
20130223,2200,5,7
20130223,2259,10,11
20130224,0,10,8
20130224,100,11,8
20130224,159,15,7
20130224,300,19,5
20130224,400,15,6
20130224,459,13,8
20130224,600,11,8
20130224,700,12,8
20130224,759,12,13
20130224,900,13,8
20130224,1000,15,6
20130224,1059,19,13
20130224,1200,11,14
20130224,1300,18,9
20130224,1359,18,12
20130224,1500,25,16
20130224,1600,24,14
20130224,1659,20,10
20130224,1800,15,7
20130224,1900,15,16
20130224,1959,14,16
20130224,2100,10,14
20130224,2200,9,13
20130224,2259,21,13
20130225,0,19,10
20130225,100,22,11
20130225,159,13,11
20130225,300,13,10
20130225,400,15,11
20130225,459,18,10
20130225,600,13,11
20130225,700,14,16
20130225,759,22,19
20130225,900,27,14
20130225,1000,28,11
20130225,1059,17,22
20130225,1200,10,17
20130225,1300,12,17
20130225,1359,15,14
20130225,1500,19,12
20130225,1600,21,18
20130225,1659,19,14
20130225,1800,19,15
20130225,1900,12,15
20130225,1959,15,17
20130225,2100,16,18
20130225,2200,8,15
20130225,2259,22,15
20130226,0,26,15
20130226,100,24,13
20130226,159,14,11
20130226,300,15,13
20130226,400,16,12
20130226,459,16,13
20130226,600,18,11
20130226,700,14,22
20130226,759,22,17
20130226,900,17,17
20130226,1000,20,16
20130226,1059,27,22
20130226,1200,20,27
20130226,1300,31,23
20130226,1359,29,23
20130226,1500,25,20
20130226,1600,24,21
20130226,1659,26,19
20130226,1800,23,17
20130226,1900,24,12
20130226,1959,20,17
20130226,2100,22,16
20130226,2200,18,18
20130226,2259,24,20
20130227,0,20,17
20130227,100,21,14
20130227,159,14,16
20130227,300,23,13
20130227,400,17,14
20130227,459,23,14
20130227,600,14,15
20130227,700,19,17
20130227,759,28,26
20130227,900,28,24
20130227,1000,35,22
20130227,1059,30,25
20130227,1200,21,22
20130227,1300,34,28
20130227,1359,38,22
20130227,1500,31,20
20130227,1600,28,23
20130227,1659,29,15
20130227,1800,22,18
20130227,1900,20,11
20130227,1959,18,16
20130227,2100,15,21
20130227,2200,15,21
20130227,2259,20,18
20130228,0,27,16
20130228,100,19,14
20130228,159,20,15
20130228,300,20,15
20130228,400,21,13
20130228,459,20,14
20130228,600,15,13
20130228,700,24,21
20130228,759,20,24
20130228,900,29,24
20130228,1000,33,30
20130228,1059,31,30
20130228,1200,36,30
20130228,1300,37,22
20130228,1359,30,21
20130228,1500,34,16
20130228,1600,19,14
20130228,1659,19,12
20130228,1800,17,15
20130228,1900,19,7
20130228,1959,13,16
20130228,2100,14,11
20130228,2200,15,8
20130228,2259,13,13
20130301,0,14,10
20130301,100,13,12
20130301,159,14,11
20130301,300,17,12
20130301,400,14,9
20130301,459,18,6
20130301,600,20,11
20130301,700,12,12
20130301,759,11,15
20130301,900,18,10
20130301,1000,21,12
20130301,1059,16,19
20130301,1200,20,17
20130301,1300,24,7
20130301,1359,14,10
20130301,1500,13,9
20130301,1600,19,10
20130301,1659,14,8
20130301,1800,11,5
20130301,1900,11,8
20130301,1959,12,8
20130301,2100,7,9
20130301,2200,3,9
20130301,2259,4,7
20130302,0,17,11
20130302,100,10,8
20130302,159,18,9
20130302,300,15,10
20130302,400,17,7
20130302,459,13,7
20130302,600,11,8
20130302,700,11,9
20130302,759,12,13
20130302,900,13,5
20130302,1000,17,3
20130302,1059,10,16
20130302,1200,10,11
20130302,1300,11,12
20130302,1359,11,10
20130302,1500,14,14
20130302,1600,18,13
20130302,1659,17,11
20130302,1800,14,10
20130303,1300,21,14
20130303,1359,25,13
20130303,1500,19,14
20130303,1600,18,12
20130303,1659,21,11
20130303,1800,16,13
20130303,1900,12,19
20130303,1959,18,11
20130303,2100,13,17
20130303,2200,15,16
20130303,2259,23,14
20130304,0,19,17
20130304,100,23,12
20130304,159,15,11
20130304,300,22,13
20130304,400,12,11
20130304,459,12,12
20130304,600,14,9
20130304,700,17,25
20130304,759,27,25
20130304,900,28,16
20130304,1000,35,9
20130304,1059,18,26
20130304,1200,17,30
20130304,1300,33,18
20130304,1359,24,14
20130304,1500,30,26
20130304,1600,35,20
20130304,1659,29,23
20130304,1800,28,18
20130304,1900,21,20
20130304,1959,19,24
20130304,2100,18,23
20130304,2200,16,18
20130304,2259,22,18
20130305,0,21,18
20130305,100,28,17
20130305,159,23,15
20130305,300,24,15
20130305,400,18,15
20130305,459,25,14
20130305,600,15,17
20130305,700,17,21
20130305,759,27,27
20130305,900,29,17
20130305,1000,27,17
20130305,1059,25,32
20130305,1200,32,36
20130305,1300,48,32
20130305,1359,41,21
20130305,1500,32,18
20130305,1600,23,24
20130305,1659,19,18
20130305,1800,16,15
20130305,1900,19,13
20130305,1959,22,15
20130305,2100,19,14
20130305,2200,19,12
20130305,2259,19,10
20130306,0,17,10
20130306,100,16,9
20130306,159,18,9
20130306,300,15,8
20130306,400,13,6
20130306,459,18,14
20130306,600,14,14
20130306,700,20,13
20130306,759,24,15
20130306,900,20,16
20130306,1000,27,18
20130306,1059,37,22
20130306,1200,34,20
20130306,1300,37,24
20130306,1359,38,24
20130306,1500,39,19
20130306,1600,35,14
20130306,1659,26,16
20130306,1800,21,12
20130306,1900,21,9
20130306,1959,24,15
20130306,2100,14,20
20130306,2200,13,17
20130306,2259,14,12
20130307,0,22,11
20130307,100,13,11
20130307,159,14,10
20130307,300,17,11
20130307,400,15,14
20130307,459,18,13
20130307,600,19,13
20130307,700,16,18
20130307,759,23,41
20130307,900,51,25
20130307,1000,30,18
20130307,1059,26,19
20130307,1200,26,20
20130307,1300,29,21
20130307,1359,32,25
20130307,1500,36,32
20130307,1600,40,22
20130307,1659,38,22
20130307,1800,31,12
20130307,1900,22,18
20130307,1959,20,20
20130307,2100,19,18
20130307,2200,17,19
20130307,2259,16,17
20130308,0,16,18
20130308,100,25,19
20130308,159,29,15
20130308,300,21,21
20130308,400,20,14
20130308,459,23,20
20130308,600,28,17
20130308,700,20,28
20130308,759,26,26
20130308,900,30,32
20130308,1000,36,33
20130308,1059,44,21
20130308,1200,34,15
20130308,1300,35,34
20130308,1359,36,33
20130308,1500,47,32
20130308,1600,52,23
20130308,1659,44,26
20130308,1800,39,18
20130308,1900,30,18
20130308,1959,25,26
20130308,2100,27,25
20130308,2200,25,31
20130308,2259,30,28
20130309,0,37,25
20130309,100,33,25
20130309,159,23,24
20130309,300,27,22
20130309,400,27,20
20130309,459,30,20
20130309,600,20,19
20130309,700,23,19
20130309,759,28,25
20130309,900,24,18
20130309,1000,33,15
20130309,1059,27,28
20130309,1200,31,25
20130309,1300,33,24
20130309,1359,35,30
20130309,1500,44,17
20130309,1600,28,14
20130309,1659,24,7
20130309,1800,18,7
20130309,1900,21,18
20130309,1959,12,20
20130309,2100,13,19
20130309,2200,14,20
20130309,2259,19,19
20130310,0,21,24
20130310,100,33,23
20130310,159,21,21
20130310,300,27,14
20130310,400,25,16
20130310,459,24,17
20130310,600,17,16
20130310,700,24,13
20130310,759,19,15
20130310,900,17,11
20130310,1000,24,14
20130310,1059,17,20
20130310,1200,17,18
20130310,1300,24,23
20130310,1359,34,22
20130310,1500,29,15
20130310,1600,21,12
20130310,1659,20,13
20130310,1800,17,8
20130310,1900,17,15
20130310,1959,15,12
20130310,2100,13,17
20130310,2200,18,16
20130310,2259,25,15
20130311,0,22,16
20130311,100,16,12
20130311,159,17,10
20130311,300,16,8
20130311,400,23,8
20130311,459,13,8
20130311,600,13,9
20130311,700,19,19
20130311,759,23,20
20130311,900,20,14
20130311,1000,26,14
20130311,1059,24,12
20130311,1200,15,16
20130311,1659,15,15
20130311,1800,16,19
20130311,1900,17,11
20130311,1959,24,14
20130311,2100,10,16
20130311,2200,13,12
20130311,2259,13,9
20130312,0,13,9
20130312,100,16,7
20130312,159,14,5
20130312,300,11,6
20130312,400,10,4
20130312,459,17,7
20130312,600,11,8
20130312,700,20,16
20130312,759,19,30
20130312,900,30,15
20130312,1000,25,16
20130312,1059,15,19
20130312,1200,19,29
20130312,1300,29,22
20130312,1359,29,14
20130312,1500,25,26
20130312,1600,36,7
20130312,1659,24,13
20130312,1800,17,4
20130312,1900,19,9
20130312,1959,12,16
20130312,2100,20,13
20130312,2200,21,24
20130312,2259,19,9
20130313,0,23,10
20130313,100,20,9
20130313,159,23,9
20130313,300,16,8
20130313,400,15,8
20130313,459,14,10
20130313,600,24,11
20130313,700,16,17
20130313,759,26,37
20130313,900,31,16
20130313,1000,31,10
20130313,1059,27,19
20130313,1200,22,27
20130313,1300,34,23
20130313,1359,28,18
20130313,1500,23,14
20130313,1600,25,10
20130313,1659,22,7
20130313,1800,20,10
20130313,1900,21,11
20130313,1959,18,9
20130313,2100,11,11
20130313,2200,13,12
20130313,2259,24,11
20130314,0,16,13
20130314,100,19,10
20130314,159,14,10
20130314,300,13,8
20130314,400,14,7
20130314,459,20,9
20130314,600,18,12
20130314,700,20,15
20130314,759,15,29
20130314,900,21,14
20130314,1000,24,23
20130314,1059,34,28
20130314,1200,32,23
20130314,1300,31,19
20130314,1359,28,11
20130314,1500,21,8
20130314,1600,18,12
20130314,1659,18,14
20130314,1800,19,15
20130314,1900,18,5
20130314,1959,14,15
20130314,2100,13,17
20130314,2200,14,15
20130314,2259,23,12
20130315,0,18,13
20130315,100,21,14
20130315,159,15,8
20130315,300,16,10
20130315,400,14,7
20130315,459,14,9
20130315,600,13,11
20130315,700,14,17
20130315,759,26,32
20130315,900,22,18
20130315,1000,29,15
20130315,1059,19,22
20130315,1200,22,13
20130315,1300,14,32
20130315,1359,24,34
20130315,1500,40,21
20130315,1600,25,22
20130315,1659,30,11
20130315,1800,21,16
20130315,1900,18,18
20130315,1959,24,26
20130315,2100,25,34
20130315,2200,33,19
20130315,2259,30,25
20130316,0,24,19
20130316,100,29,18
20130316,159,30,16
20130316,300,26,20
20130316,400,16,11
20130316,459,19,19
20130316,600,18,8
20130316,700,18,16
20130316,759,18,26
20130316,900,24,15
20130316,1000,26,20
20130316,1059,22,34
20130316,1200,34,53
20130316,1300,46,49
20130316,1359,58,39
20130316,1500,34,31
20130316,1600,34,22
20130316,1659,29,21
20130316,1800,25,23
20130316,1900,26,21
20130316,1959,22,29
20130316,2100,18,16
20130316,2200,19,29
20130316,2259,26,21
20130317,0,31,28
20130317,100,35,20
20130317,159,24,22
20130317,300,31,22
20130317,400,28,18
20130317,459,27,21
20130317,600,27,21
20130317,700,24,20
20130317,759,30,30
20130317,900,26,21
20130317,1000,24,20
20130317,1059,33,25
20130317,1200,30,30
20130317,1300,28,34
20130317,1359,32,25
20130317,1500,33,23
20130317,1600,33,22
20130317,1659,29,12
20130317,1800,26,13
20130317,1900,20,19
20130317,1959,20,20
20130317,2100,20,22
20130317,2200,22,22
20130317,2259,28,19
20130318,0,28,19
20130318,100,25,19
20130318,159,25,17
20130318,300,22,16
20130318,400,18,16
20130318,459,31,18
20130318,600,22,20
20130318,700,25,26
20130318,759,31,49
20130318,900,36,36
20130318,1000,38,19
20130318,1059,30,38
20130318,1200,38,49
20130318,1300,53,35
20130318,1359,43,30
20130318,1500,37,30
20130318,1600,44,31
20130318,1659,39,25
20130318,1800,29,16
20130318,1900,27,25
20130318,1959,27,21
20130318,2100,24,21
20130318,2200,26,21
20130318,2259,30,21
20130319,0,22,20
20130319,100,31,21
20130319,159,25,20
20130319,300,27,19
20130319,400,26,19
20130319,459,23,21
20130319,600,31,22
20130319,700,24,27
20130319,759,40,49
20130319,900,41,39
20130319,1000,43,27
20130319,1059,42,36
20130319,1200,49,49
20130319,1300,54,43
20130319,1359,57,28
20130319,1500,43,27
20130319,1600,34,29
20130319,1659,36,19
20130319,1800,29,27
20130319,1900,31,23
20130319,1959,29,25
20130319,2100,26,22
20130319,2200,29,20
20130319,2259,25,18
20130320,0,29,21
20130320,100,32,20
20130320,159,24,20
20130320,300,29,19
20130320,400,23,19
20130320,459,26,22
20130320,600,30,20
20130320,700,22,28
20130320,759,33,40
20130320,900,44,32
20130320,1000,42,37
20130320,1059,41,46
20130320,1200,50,33
20130320,1300,44,37
20130320,1359,50,30
20130320,1500,45,31
20130320,1600,50,26
20130320,1659,44,17
20130320,1800,33,10
20130320,1900,23,15
20130320,1959,18,19
20130320,2100,22,16
20130320,2200,15,20
20130320,2259,30,17
20130321,0,30,16
20130321,100,25,12
20130321,159,21,13
20130321,300,23,13
20130321,400,20,13
20130321,459,21,13
20130321,600,23,18
20130321,700,21,21
20130321,759,29,37
20130321,900,30,12
20130321,1000,22,24
20130321,1059,26,26
20130321,1200,25,33
20130321,1300,41,35
20130321,1359,41,26
20130321,1500,38,27
20130321,1600,41,21
20130321,1659,35,27
20130321,1800,30,17
20130321,1900,28,18
20130321,1959,24,22
20130321,2100,23,17
20130321,2200,28,18
20130321,2259,21,15
20130322,0,28,16
20130322,100,24,18
20130322,159,21,15
20130322,300,19,14
20130322,400,17,13
20130322,459,25,14
20130322,600,23,17
20130322,700,21,25
20130322,759,34,43
20130322,900,40,25
20130322,1000,39,21
20130322,1059,25,22
20130322,1200,26,38
20130322,1300,35,38
